Stand,Kanton,Jahr,Stufe,Schultyp,Geschlecht,Nationalitaet,Finanzierung,Anzahl
23.11.2020,zh,2018,Tertiärstufe,Fachhochschule und pädagogische Hochschule,f,Ausländer,oef,1598
23.11.2020,zh,2018,Tertiärstufe,Höhere Berufsbildung,F,CH,oef,4648
23.11.2020,zh,2018,Tertiärstufe,Fachhochschule und pädagogische Hochschule,f,Ausländer,priv,57
23.11.2020,zh,2018,Tertiärstufe,Universitäre Hochschule,f,Ausländer,oef,3062
23.11.2020,zh,2018,Tertiärstufe,Universitäre Hochschule,m,Ausländer,oef,2258
23.11.2020,zh,2018,Tertiärstufe,Höhere Berufsbildung,M,Ausländer,priv,811
23.11.2020,zh,2018,Tertiärstufe,Fachhochschule und pädagogische Hochschule,f,CH,oef,10563
23.11.2020,zh,2019,Primarstufe 1-2,Heim- und Sonderschule,F,Ausländer,oef,40
23.11.2020,zh,2019,Primarstufe 1-2,Heim- und Sonderschule,M,Ausländer,oef,87
23.11.2020,zh,2019,Primarstufe 1-2,Volksschule,F,Ausländer,priv,467
23.11.2020,zh,2019,Primarstufe 1-2,Volksschule,M,Ausländer,oef,4557
23.11.2020,zh,2019,Primarstufe 1-2,Volksschule,M,Ausländer,priv,490
23.11.2020,zh,2019,Primarstufe 1-2,Volksschule,F,Ausländer,oef,4248
23.11.2020,zh,2019,Primarstufe 1-2,Heim- und Sonderschule,F,CH,oef,55
23.11.2020,zh,2019,Primarstufe 1-2,Volksschule,M,CH,oef,11944
23.11.2020,zh,2019,Primarstufe 1-2,Volksschule,F,CH,priv,546
23.11.2020,zh,2019,Primarstufe 1-2,Volksschule,F,CH,oef,11144
23.11.2020,zh,2019,Primarstufe 1-2,Heim- und Sonderschule,M,CH,oef,104
23.11.2020,zh,2019,Primarstufe 1-2,Volksschule,M,CH,priv,571
23.11.2020,zh,2019,Primarstufe 3-8,Volksschule,M,CH,priv,1525
23.11.2020,zh,2019,Primarstufe 3-8,Volksschule,F,CH,oef,31715
23.11.2020,zh,2019,Primarstufe 3-8,Heim- und Sonderschule,F,CH,oef,264
23.11.2020,zh,2019,Primarstufe 3-8,Heim- und Sonderschule,M,Ausländer,priv,4
23.11.2020,zh,2019,Primarstufe 3-8,Volksschule,F,Ausländer,oef,11148
23.11.2020,zh,2019,Primarstufe 3-8,Heim- und Sonderschule,M,CH,priv,4
23.11.2020,zh,2019,Primarstufe 3-8,Volksschule,F,CH,priv,1257
23.11.2020,zh,2019,Primarstufe 3-8,Heim- und Sonderschule,M,Ausländer,oef,433
23.11.2020,zh,2019,Primarstufe 3-8,Heim- und Sonderschule,M,CH,oef,655
23.11.2020,zh,2019,Primarstufe 3-8,Volksschule,M,Ausländer,priv,1237
23.11.2020,zh,2019,Primarstufe 3-8,Volksschule,M,Ausländer,oef,11331
23.11.2020,zh,2019,Primarstufe 3-8,Volksschule,F,Ausländer,priv,991
23.11.2020,zh,2019,Primarstufe 3-8,Heim- und Sonderschule,F,Ausländer,oef,162
23.11.2020,zh,2019,Primarstufe 3-8,Volksschule,M,CH,oef,33223
23.11.2020,zh,2019,Sekundarstufe I,Volksschule,M,CH,oef,11966
23.11.2020,zh,2019,Sekundarstufe I,Mittelschule,M,CH,oef,2823
23.11.2020,zh,2019,Sekundarstufe I,Mittelschule,M,CH,priv,203
23.11.2020,zh,2019,Sekundarstufe I,Volksschule,F,CH,priv,1074
23.11.2020,zh,2019,Sekundarstufe I,Mittelschule,M,Ausländer,oef,513
23.11.2020,zh,2019,Sekundarstufe I,Volksschule,M,CH,priv,1413
23.11.2020,zh,2019,Sekundarstufe I,Volksschule,M,Ausländer,priv,608
23.11.2020,zh,2019,Sekundarstufe I,Heim- und Sonderschule,M,CH,oef,443
23.11.2020,zh,2019,Sekundarstufe I,Volksschule,F,Ausländer,priv,510
23.11.2020,zh,2019,Sekundarstufe I,Heim- und Sonderschule,F,CH,oef,189
23.11.2020,zh,2019,Sekundarstufe I,Volksschule,F,Ausländer,oef,3769
23.11.2020,zh,2019,Sekundarstufe I,Heim- und Sonderschule,M,CH,priv,13
23.11.2020,zh,2019,Sekundarstufe I,Mittelschule,F,CH,oef,3478
23.11.2020,zh,2019,Sekundarstufe I,Mittelschule,F,Ausländer,priv,56
23.11.2020,zh,2019,Sekundarstufe I,Heim- und Sonderschule,F,CH,priv,6
23.11.2020,zh,2019,Sekundarstufe I,Mittelschule,M,Ausländer,priv,48
23.11.2020,zh,2019,Sekundarstufe I,Volksschule,M,Ausländer,oef,3989
23.11.2020,zh,2019,Sekundarstufe I,Heim- und Sonderschule,F,Ausländer,priv,1
23.11.2020,zh,2019,Sekundarstufe I,Mittelschule,F,CH,priv,161
23.11.2020,zh,2019,Sekundarstufe I,Mittelschule,F,Ausländer,oef,600
23.11.2020,zh,2019,Sekundarstufe I,Heim- und Sonderschule,M,Ausländer,oef,225
23.11.2020,zh,2019,Sekundarstufe I,Heim- und Sonderschule,M,Ausländer,priv,6
23.11.2020,zh,2019,Sekundarstufe I,Heim- und Sonderschule,F,Ausländer,oef,92
23.11.2020,zh,2019,Sekundarstufe I,Volksschule,F,CH,oef,11350
23.11.2020,zh,2019,Sekundarstufe II,Berufsfachschule,M,CH,oef,18771
23.11.2020,zh,2019,Sekundarstufe II,Brückenangebot,F,CH,oef,525
23.11.2020,zh,2019,Sekundarstufe II,Heim- und Sonderschule,M,CH,oef,83
23.11.2020,zh,2019,Sekundarstufe II,Berufsfachschule,F,Ausländer,priv,250
23.11.2020,zh,2019,Sekundarstufe II,Brückenangebot,F,Ausländer,priv,32
23.11.2020,zh,2019,Sekundarstufe II,Heim- und Sonderschule,F,CH,oef,59
23.11.2020,zh,2019,Sekundarstufe II,Mittelschule,M,Ausländer,oef,615
23.11.2020,zh,2019,Sekundarstufe II,Berufsfachschule,F,CH,priv,1932
23.11.2020,zh,2019,Sekundarstufe II,Brückenangebot,M,Ausländer,priv,13
23.11.2020,zh,2019,Sekundarstufe II,Mittelschule,F,CH,priv,881
23.11.2020,zh,2019,Sekundarstufe II,Brückenangebot,M,Ausländer,oef,454
23.11.2020,zh,2019,Sekundarstufe II,Mittelschule,F,Ausländer,priv,506
23.11.2020,zh,2019,Sekundarstufe II,Mittelschule,M,Ausländer,priv,530
23.11.2020,zh,2019,Sekundarstufe II,Berufsfachschule,M,CH,priv,1260
23.11.2020,zh,2019,Sekundarstufe II,Berufsfachschule,M,Ausländer,oef,4963
23.11.2020,zh,2019,Sekundarstufe II,Berufsfachschule,M,Ausländer,priv,182
23.11.2020,zh,2019,Sekundarstufe II,Mittelschule,M,CH,priv,782
23.11.2020,zh,2019,Sekundarstufe II,Mittelschule,M,CH,oef,3675
23.11.2020,zh,2019,Sekundarstufe II,Berufsfachschule,F,CH,oef,14653
23.11.2020,zh,2019,Sekundarstufe II,Heim- und Sonderschule,F,Ausländer,oef,24
23.11.2020,zh,2019,Sekundarstufe II,Brückenangebot,F,Ausländer,oef,350
23.11.2020,zh,2019,Sekundarstufe II,Mittelschule,F,CH,oef,4998
23.11.2020,zh,2019,Sekundarstufe II,Berufsfachschule,F,Ausländer,oef,3499
23.11.2020,zh,2019,Sekundarstufe II,Mittelschule,F,Ausländer,oef,722
23.11.2020,zh,2019,Sekundarstufe II,Heim- und Sonderschule,M,Ausländer,oef,64
23.11.2020,zh,2019,Sekundarstufe II,Brückenangebot,M,CH,oef,538
23.11.2020,zh,2019,Sekundarstufe II,Brückenangebot,M,CH,priv,44
23.11.2020,zh,2019,Sekundarstufe II,Brückenangebot,F,CH,priv,117
23.11.2020,zh,2019,Tertiärstufe,Höhere Berufsbildung,F,Ausländer,oef,661
23.11.2020,zh,2019,Tertiärstufe,Höhere Berufsbildung,M,Ausländer,priv,779
23.11.2020,zh,2019,Tertiärstufe,Höhere Berufsbildung,M,Ausländer,oef,551
23.11.2020,zh,2019,Tertiärstufe,Höhere Berufsbildung,M,CH,priv,4380
23.11.2020,zh,2019,Tertiärstufe,Höhere Berufsbildung,F,Ausländer,priv,562
23.11.2020,zh,2019,Tertiärstufe,Höhere Berufsbildung,M,CH,oef,4209
23.11.2020,zh,2019,Tertiärstufe,Höhere Berufsbildung,F,CH,oef,4697
23.11.2020,zh,2019,Tertiärstufe,Höhere Berufsbildung,F,CH,priv,3921

