data_name;organization_name;division_name;department_name;body_name;published;published_format;published_source;published_ressource;accrualPeriodicity;release_status;status_description;status_updated;dct:issued;dct:publisher;dct:title
baulandpreis-25-quantil-fr-m2;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;baulandpreis-25-quantil-fr-m2
bevolkerung-anteil-80-u-m-jahrige;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bevolkerung-anteil-80-u-m-jahrige
sozialhilfequote;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;sozialhilfequote
nrw-wahleranteil-sd;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;nrw-wahleranteil-sd
erschliessung-durch-s-bahn-der-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;erschliessung-durch-s-bahn-der-einw
nrw-wahleranteil-svp;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;nrw-wahleranteil-svp
anteil-verkehrsflache;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;anteil-verkehrsflache
selbstfinanzierung-fr-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;selbstfinanzierung-fr-einw
total-vza-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;total-vza-anz
beschaftigte-im-tertiarsektor-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;beschaftigte-im-tertiarsektor-anz
hotels-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;hotels-anz
altpapiermengen-tonnen;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;altpapiermengen-tonnen
sterberate-pro-1000-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;sterberate-pro-1000-einw
bevolkerung-anteil-20-39-jahrige;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bevolkerung-anteil-20-39-jahrige
baulandpreis-modell-median-fr-m2;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;baulandpreis-modell-median-fr-m2
o-steuerbares-vermogen-naturliche-pers-1000-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;o-steuerbares-vermogen-naturliche-pers-1000-fr
anteil-kirchgemeinden-am-steuerertrag;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;anteil-kirchgemeinden-am-steuerertrag
zl-bezugerquote-der-personen-ab-65-jahren;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;zl-bezugerquote-der-personen-ab-65-jahren
steuerb-einkommen-naturl-pers-median-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;steuerb-einkommen-naturl-pers-median-fr
vza-im-primarsektor-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;vza-im-primarsektor-anz
arbeitsstatten-im-sekundarsektor-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;arbeitsstatten-im-sekundarsektor-anz
bauinv-landwirtschaft-5-jahre-fr-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bauinv-landwirtschaft-5-jahre-fr-einw
nettoaufwand-verkehr-fr-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;nettoaufwand-verkehr-fr-einw
nettoaufwand-volkswirtschaft-fr-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;nettoaufwand-volkswirtschaft-fr-einw
bruttoinvestitionen-fr-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bruttoinvestitionen-fr-einw
bauinvestitionen-mio-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bauinvestitionen-mio-fr
anteil-gk-d;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;22.09.2016;statistisches-amt-kanton-zuerich;anteil-gk-d
anteil-gk-c;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;22.09.2016;statistisches-amt-kanton-zuerich;anteil-gk-c
anteil-gk-b;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;22.09.2016;statistisches-amt-kanton-zuerich;anteil-gk-b
total-geschaffene-stellen-beschaftigte-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;26.05.2017;statistisches-amt-kanton-zuerich;total-geschaffene-stellen-beschaftigte-anz
neu-gegrundete-unternehmen-sektor-2-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;26.05.2017;statistisches-amt-kanton-zuerich;neu-gegrundete-unternehmen-sektor-2-anz
aerzte-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;aerzte-anz
nettoaufwand-umwelt-und-raumordnung-fr-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;nettoaufwand-umwelt-und-raumordnung-fr-einw
zahnarzte-pro-1000-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;zahnarzte-pro-1000-einw
nettoaufwand-rechtsschutz-und-sicherheit-fr-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;nettoaufwand-rechtsschutz-und-sicherheit-fr-einw
anteil-teilzeitbeschaftigte-landwirtschaft;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;anteil-teilzeitbeschaftigte-landwirtschaft
geb-vol-nebengebaude-anteil;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;geb-vol-nebengebaude-anteil
verkaufe-efh-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;verkaufe-efh-anz
steuerertrag-total-mio-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;steuerertrag-total-mio-fr
steuerertrag-allgemeine-gemeindesteuern-mio-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;02.09.2016;statistisches-amt-kanton-zuerich;steuerertrag-allgemeine-gemeindesteuern-mio-fr
unfalle-pro-1000-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;22.09.2016;statistisches-amt-kanton-zuerich;unfalle-pro-1000-einw
anteil-ohne-gk;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;22.09.2016;statistisches-amt-kanton-zuerich;anteil-ohne-gk
anteil-gk-f;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;22.09.2016;statistisches-amt-kanton-zuerich;anteil-gk-f
steuerb-vermogen-naturl-pers-25-quantil-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;steuerb-vermogen-naturl-pers-25-quantil-fr
krw-wahleranteil-edu;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;krw-wahleranteil-edu
anteil-5-personenhaushalte;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;anteil-5-personenhaushalte
anteil-4-personenhaushalte;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;anteil-4-personenhaushalte
anteil-vollzeitbeschaftigte-landwirtschaft;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;anteil-vollzeitbeschaftigte-landwirtschaft
6-und-mehr-personenhaushalte-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;6-und-mehr-personenhaushalte-anz
5-personenhaushalte-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;5-personenhaushalte-anz
schul-kindergarten-pro-1000-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;schul-kindergarten-pro-1000-einw
baulandpreis-arithm-mittel-fr-m2;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;baulandpreis-arithm-mittel-fr-m2
anteil-2-personenhaushalte;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;anteil-2-personenhaushalte
anteil-1-personenhaushalte;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;anteil-1-personenhaushalte
3-personenhaushalte-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;3-personenhaushalte-anz
2-personenhaushalte-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;2-personenhaushalte-anz
1-personenhaushalte-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;1-personenhaushalte-anz
bevolkerung-ubrigeandereohne-konfession-pers;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bevolkerung-ubrigeandereohne-konfession-pers
scheidungen-pro-1000-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;scheidungen-pro-1000-einw
scheidungen-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;scheidungen-anz
heiraten-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;heiraten-anz
steuerkraft-arith-mittel-3-jahre-mio-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;steuerkraft-arith-mittel-3-jahre-mio-fr
bevolkerung-manner-pers;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bevolkerung-manner-pers
anteil-4-zi-wohnungen;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;anteil-4-zi-wohnungen
gemeindeart;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;gemeindeart
anteil-2-zi-wohnungen;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;anteil-2-zi-wohnungen
apotheken-pro-1000-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;apotheken-pro-1000-einw
apotheken-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;apotheken-anz
verpackungsglasmengen-tonnen;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;verpackungsglasmengen-tonnen
krw-wahleranteil-al;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;krw-wahleranteil-al
krw-wahleranteil-glp;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;krw-wahleranteil-glp
krw-wahleranteil-sd;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;krw-wahleranteil-sd
nrw-wahleranteil-al;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;nrw-wahleranteil-al
nrw-wahleranteil-edu;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;nrw-wahleranteil-edu
nettoaufwand-bildung-fr-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;nettoaufwand-bildung-fr-einw
krw-wahleranteil-sp;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;krw-wahleranteil-sp
erwerb-des-schweizer-burgerrechts-pers;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;erwerb-des-schweizer-burgerrechts-pers
bevolkerung-manneranteil;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bevolkerung-manneranteil
unternehmensgrundungen-sektor-2-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;unternehmensgrundungen-sektor-2-anz
bauinv-mfh-5-jahre-fr-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bauinv-mfh-5-jahre-fr-einw
schul-primarschule-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;schul-primarschule-anz
o-steuerbares-einkommen-naturliche-pers-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;o-steuerbares-einkommen-naturliche-pers-fr
krw-wahleranteil-bdp;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;krw-wahleranteil-bdp
sterberate-5-j-mittel-pro-1000-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;sterberate-5-j-mittel-pro-1000-einw
steuerbares-einkommen-naturliche-pers-mio-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;steuerbares-einkommen-naturliche-pers-mio-fr
geb-vol-industrielager-anteil;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;geb-vol-industrielager-anteil
nrw-wahleranteil-glp;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;nrw-wahleranteil-glp
verkaufe-stockwerkeigentum-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;verkaufe-stockwerkeigentum-anz
beschaftigte-landwirtschaft-pers;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;beschaftigte-landwirtschaft-pers
krw-wahleranteil-gp;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;krw-wahleranteil-gp
nrw-wahleranteil-gp;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;nrw-wahleranteil-gp
hotelbetten-pro-1000-einwohner-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;hotelbetten-pro-1000-einwohner-anz
krw-wahleranteil-fdp;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;krw-wahleranteil-fdp
nrw-wahleranteil-fdp;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;nrw-wahleranteil-fdp
nrw-wahleranteil-bdp;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;nrw-wahleranteil-bdp
flache-ha;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;flache-ha
anteil-gewasserflache;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;anteil-gewasserflache
anteil-siedlungsflache;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;anteil-siedlungsflache
anteil-unproduktive-flache;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;anteil-unproduktive-flache
anteil-waldflache;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;anteil-waldflache
geburten-pers;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;geburten-pers
baulandpreis-modell-75-quantil-fr-m2;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;baulandpreis-modell-75-quantil-fr-m2
steuerb-vermogen-naturl-pers-durchschn-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;steuerb-vermogen-naturl-pers-durchschn-fr
steuerb-einkommen-naturl-pers-durchschn-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;steuerb-einkommen-naturl-pers-durchschn-fr
steuerb-vermogen-naturl-pers-median-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;steuerb-vermogen-naturl-pers-median-fr
steuerb-vermogen-naturl-pers-75-quantil-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;steuerb-vermogen-naturl-pers-75-quantil-fr
steuerpflichtige-naturliche-personen-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;steuerpflichtige-naturliche-personen-anz
steuerpflichtige-juristische-personen-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;steuerpflichtige-juristische-personen-anz
privathaushalte-total-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;privathaushalte-total-anz
ov-wege-binnenverkehr-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;ov-wege-binnenverkehr-anz
geb-vol-infrastruktur-anteil;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;geb-vol-infrastruktur-anteil
motorfahrzeuge-pro-1000-einwohner-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;motorfahrzeuge-pro-1000-einwohner-anz
vza-im-tertiarsektor-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;vza-im-tertiarsektor-anz
arbeitsstatten-im-primarsektor-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;arbeitsstatten-im-primarsektor-anz
schuler-tertiarstufe-pers-pro-1000-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;schuler-tertiarstufe-pers-pro-1000-einw
neuerstellte-wohnungen-whg;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;neuerstellte-wohnungen-whg
neuerstellte-mfh-wohnungen-whg;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;neuerstellte-mfh-wohnungen-whg
neuerstellte-efh-whg;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;neuerstellte-efh-whg
