Stand,Kanton,Jahr,Stufe,Typ,Geschlecht,Finanzierung,Land,Anzahl
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Estland,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Indien,5
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Norwegen,1
23.11.2020,zh,2012,Sekundarstufe II,Passerelle,F,oef,Schweiz,15
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Frankreich,51
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Kuwait,1
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Portugal,5
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Slowakische Republik,4
23.11.2020,zh,2012,Sekundarstufe II,Fachmittelschule,F,oef,Italien,2
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Slowenien,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Indien,7
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Kroatien,7
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Frankreich,9
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Japan,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Ungarn,2
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Deutschland,135
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Schweiz,172
23.11.2020,zh,2012,Sekundarstufe II,Informatikmittelschule,M,oef,Ukraine,1
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Grossbritannien,47
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,priv,Portugal,1
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Japan,2
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,priv,Finnland,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,priv,Kroatien,2
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Chile,1
23.11.2020,zh,2012,Sekundarstufe II,Informatikmittelschule,M,oef,Spanien,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,priv,Schweden,1
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Pakistan,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Griechenland,7
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,priv,DÃ¤nemark,1
23.11.2020,zh,2012,Sekundarstufe II,Informatikmittelschule,M,oef,Österreich,3
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Israel,1
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Eritrea,1
23.11.2020,zh,2012,Sekundarstufe II,Fachmittelschule,M,oef,Schweiz,91
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Mongolei,3
23.11.2020,zh,2012,Sekundarstufe II,Informatikmittelschule,M,oef,Korea (Süd-),1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Griechenland,3
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Costa Rica,2
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,priv,Grossbritannien,1
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Kolumbien,1
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Niederlande,23
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Finnland,2
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Deutschland,43
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Sri Lanka,7
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Zimbabwe,1
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Frankreich,36
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Tanzania,1
23.11.2020,zh,2012,Sekundarstufe II,Fachmittelschule,F,oef,Kanada,1
23.11.2020,zh,2012,Sekundarstufe II,Fachmittelschule,F,priv,Deutschland,2
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Schweden,2
23.11.2020,zh,2012,Sekundarstufe II,Fachmittelschule,M,oef,Grossbritannien,2
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Finnland,4
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Südafrika,1
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Griechenland,2
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Finnland,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Italien,39
23.11.2020,zh,2012,Sekundarstufe II,Handelsmittelschule,F,oef,Italien,3
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,priv,Spanien,2
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Somalia,1
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Österreich,5
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Grossbritannien,13
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Iran,2
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Polen,4
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Tschechische Republik,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Slowenien,1
23.11.2020,zh,2012,Sekundarstufe II,Informatikmittelschule,M,oef,Italien,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,priv,Portugal,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,priv,Frankreich,2
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Grossbritannien,9
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Thailand,1
23.11.2020,zh,2012,Sekundarstufe II,Fachmittelschule,M,priv,Frankreich,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,priv,Tschechische Republik,1
23.11.2020,zh,2012,Sekundarstufe II,Informatikmittelschule,F,oef,Schweiz,3
23.11.2020,zh,2012,Sekundarstufe II,Fachmittelschule,F,oef,Serbien,2
23.11.2020,zh,2012,Sekundarstufe II,Informatikmittelschule,M,oef,Niederlande,1
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Australien,7
23.11.2020,zh,2012,Sekundarstufe II,Fachmittelschule,F,oef,Brasilien,1
23.11.2020,zh,2012,Sekundarstufe II,Handelsmittelschule,F,oef,Niederlande,1
23.11.2020,zh,2012,Sekundarstufe II,Passerelle,M,priv,Niederlande,1
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Japan,2
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,priv,Kroatien,2
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Nordmazedonien,1
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Griechenland,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,priv,Vereinigte Staaten,4
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Ungarn,2
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,China,9
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Irland,2
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Schweden,16
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Georgien,1
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Pakistan,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Portugal,13
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Lettland,1
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Peru,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Litauen,3
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Dominikanische Republik,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Kolumbien,3
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Luxemburg,2
23.11.2020,zh,2012,Sekundarstufe II,Fachmittelschule,F,oef,Usbekistan,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Serbien,8
23.11.2020,zh,2012,Sekundarstufe II,Informatikmittelschule,M,oef,Libanon,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,priv,Schweden,3
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Vereinigte Staaten,60
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Finnland,2
23.11.2020,zh,2012,Sekundarstufe II,Fachmittelschule,M,priv,Schweiz,32
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,RumÃ¤nien,1
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Spanien,4
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Polen,3
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Luxemburg,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Österreich,22
23.11.2020,zh,2012,Sekundarstufe II,Handelsmittelschule,M,oef,Kroatien,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Kamerun,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Montenegro,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Brasilien,3
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Tunesien,2
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Belgien,10
23.11.2020,zh,2012,Sekundarstufe II,Fachmittelschule,F,oef,Grossbritannien,2
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Türkei,13
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Indonesien,1
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Moldova,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Belgien,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Chile,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Russland,5
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Slowakische Republik,2
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Brasilien,4
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Südafrika,3
23.11.2020,zh,2012,Sekundarstufe II,Fachmittelschule,F,oef,Kroatien,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Pakistan,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Bolivien,2
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Lettland,2
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Afghanistan,1
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Südafrika,4
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Dominikanische Republik,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Ukraine,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,priv,Spanien,1
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Indien,6
23.11.2020,zh,2012,Sekundarstufe II,Fachmittelschule,F,oef,Afghanistan,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,priv,RumÃ¤nien,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Schweden,4
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Kanada,4
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Frankreich,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,priv,Türkei,3
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Schweiz,4049
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Thailand,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Bosnien und Herzegowina,3
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Nordmazedonien,3
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Jordanien,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,priv,Ungarn,2
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Singapur,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,priv,Venezuela,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Australien,4
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,priv,Niederlande,4
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Vereinigte Staaten,63
23.11.2020,zh,2012,Sekundarstufe II,Fachmittelschule,F,oef,Österreich,2
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Neuseeland,2
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,priv,Liechtenstein,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Mexiko,3
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Türkei,11
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,priv,Türkei,2
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,priv,Kanada,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Luxemburg,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Argentinien,1
23.11.2020,zh,2012,Sekundarstufe II,Informatikmittelschule,M,oef,Türkei,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Kirgistan,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Bulgarien,2
23.11.2020,zh,2012,Sekundarstufe II,Passerelle,M,priv,Schweiz,38
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Nigeria,1
23.11.2020,zh,2012,Sekundarstufe II,Handelsmittelschule,F,oef,Serbien,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Bulgarien,2
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Afghanistan,1
23.11.2020,zh,2012,Sekundarstufe II,Passerelle,M,oef,Schweiz,33
23.11.2020,zh,2012,Sekundarstufe II,Fachmittelschule,F,priv,Schweiz,45
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,priv,Schweiz,543
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,priv,Frankreich,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Irland,2
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Spanien,9
23.11.2020,zh,2012,Sekundarstufe II,Handelsmittelschule,M,oef,Aserbaidschan,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Kosovo,2
23.11.2020,zh,2012,Sekundarstufe II,Passerelle,F,priv,Schweiz,44
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Ã„thiopien,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,priv,Österreich,5
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Schweiz,179
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Thailand,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,priv,Finnland,1
23.11.2020,zh,2012,Sekundarstufe II,Fachmittelschule,M,oef,Türkei,2
23.11.2020,zh,2012,Sekundarstufe II,Handelsmittelschule,M,oef,Mongolei,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Madagaskar,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Österreich,23
23.11.2020,zh,2012,Sekundarstufe II,Fachmittelschule,F,oef,Frankreich,2
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Korea (Süd-),1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Kolumbien,1
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Grossbritannien,46
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Mexiko,2
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Chile,2
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Türkei,3
23.11.2020,zh,2013,Sekundarstufe I,Handelsmittelschule,M,oef,Serbien,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Niederlande,11
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,priv,Belgien,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,priv,Kanada,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Jemen,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,priv,Türkei,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Spanien,10
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Türkei,3
23.11.2020,zh,2013,Sekundarstufe I,Handelsmittelschule,F,oef,Kroatien,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Polen,5
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,RumÃ¤nien,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Grossbritannien,12
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,priv,Spanien,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Neuseeland,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Schweden,2
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,DÃ¤nemark,5
23.11.2020,zh,2013,Sekundarstufe I,Handelsmittelschule,F,oef,Griechenland,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,priv,Belgien,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,priv,Indien,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Südafrika,2
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Kanada,2
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Deutschland,173
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Portugal,14
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Belgien,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Indonesien,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Ungarn,7
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,priv,Schweiz,148
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Nordmazedonien,2
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Belgien,3
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Irland,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,priv,Grossbritannien,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,priv,Russland,2
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Ecuador,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Mongolei,2
23.11.2020,zh,2013,Sekundarstufe I,Handelsmittelschule,F,oef,Spanien,2
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Ukraine,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Türkei,7
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Chile,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Staat unbekannt,1
23.11.2020,zh,2013,Sekundarstufe I,Handelsmittelschule,F,oef,Deutschland,3
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Mexiko,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Serbien,6
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Liechtenstein,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Bulgarien,4
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Italien,26
23.11.2020,zh,2013,Sekundarstufe I,Handelsmittelschule,F,oef,Italien,2
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Kongo (Brazzaville),1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Armenien,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Serbien,6
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,China,3
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Iran,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Kanada,3
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Zypern,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Kambodscha,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Litauen,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Österreich,24
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Kolumbien,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,priv,Sri Lanka,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Usbekistan,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Portugal,7
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,priv,Griechenland,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Indien,5
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Finnland,2
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Frankreich,15
23.11.2020,zh,2013,Sekundarstufe I,Handelsmittelschule,F,oef,Österreich,3
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Kosovo,3
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Nordmazedonien,4
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,priv,Thailand,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Tunesien,2
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,priv,Serbien,2
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Costa Rica,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Kroatien,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Norwegen,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,priv,Italien,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Australien,4
23.11.2020,zh,2013,Sekundarstufe I,Handelsmittelschule,F,oef,Türkei,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Bosnien und Herzegowina,3
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,priv,Italien,2
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Australien,3
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Finnland,2
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Sri Lanka,6
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,China,9
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Russland,7
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Grossbritannien,15
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Spanien,5
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,RumÃ¤nien,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Sri Lanka,11
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,priv,Grossbritannien,2
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,priv,Österreich,7
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Kambodscha,1
23.11.2020,zh,2013,Sekundarstufe I,Handelsmittelschule,M,oef,Italien,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Schweden,5
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Vereinigte Staaten,5
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,priv,Türkei,2
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Luxemburg,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Vereinigte Staaten,11
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Kamerun,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Slowenien,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Russland,10
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Nicaragua,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Mexiko,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Belarus,2
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Italien,26
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,priv,Vereinigte Staaten,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Griechenland,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Vietnam,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Ukraine,3
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,priv,Schweiz,130
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Indien,8
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,priv,Deutschland,17
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Kroatien,6
23.11.2020,zh,2013,Sekundarstufe I,Handelsmittelschule,M,oef,Schweiz,73
23.11.2020,zh,2013,Sekundarstufe I,Handelsmittelschule,F,oef,Brasilien,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Korea (Süd-),2
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Schweiz,2644
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Japan,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,priv,Portugal,2
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Griechenland,6
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Brasilien,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Irland,2
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,priv,Schweden,3
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Bosnien und Herzegowina,4
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Jordanien,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Schweiz,3227
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,priv,Frankreich,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Slowakische Republik,3
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Deutschland,214
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Japan,2
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,priv,Iran,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Afghanistan,1
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,F,oef,Ungarn,2
23.11.2020,zh,2013,Sekundarstufe I,Handelsmittelschule,F,oef,Schweiz,86
23.11.2020,zh,2013,Sekundarstufe I,Gymnasium,M,oef,Libyen,1
